projectId	bugNumer	date	login	assignmentType	eventId	commitSHA
8514	4837	2012-02-09T21:50:08.000Z	tenderlove	1	9370168	e0cba3a0fab28f96dc9b5d3a714886583873a7d3	
8514	5030	2012-02-14T11:00:18.000Z	carlosantoniodasilva	1	9511808	4b44c20e5a9bb105dd913cc3849d224ac71814ab	
8514	5028	2012-02-14T21:03:10.000Z	vijaydev	1	9553572	4baaf0a0fec19eab68b3e39709f2b6856cee3b43	
8514	5052	2012-02-15T20:20:56.000Z	rafaelfranca	1	9619959	f174e84e22f2eb3deb9a7afc08817217485fa4be	
460078	743	2012-02-19T20:59:10.000Z	vojtajina	1	10421759	60743fc52aea9eabee58258a31f4ba465013cb4e	
8514	5025	2012-02-22T01:55:56.000Z	spastorino	1	10000372	157ea763060e90f3aba0ff5af15d5dcb0f0c9c35	
8514	5152	2012-02-25T14:01:43.000Z	kennyj	1	10221467	404b73bce1f9347ca05b1496db8fc64438d66bd2	
8514	393	2012-02-27T12:44:58.000Z	rafaelfranca	1	10303518	a6074c34e5e27b8d2b242808b7eb4e3f3ccf5f6e	
8514	3720	2012-03-04T14:43:16.000Z	carlosantoniodasilva	1	10698700	9b9357b26eb24a55cfdcfca25bcaede72bd7902e	
8514	5280	2012-03-06T02:06:02.000Z	sikachu	1	10793064	284041cf91a3b2c2d041e71e86fec467080ea9be	
8514	5307	2012-03-07T13:55:06.000Z	josevalim	1	10901774	bbdb54ad153673a2733e109709f666bede1c61ac	
8514	5308	2012-03-07T13:55:06.000Z	josevalim	1	10901776	bbdb54ad153673a2733e109709f666bede1c61ac	
8514	5330	2012-03-08T23:40:23.000Z	tenderlove	1	11048158	d523504c2f18e459e21a8cfa019ef0620db61b79	
8514	5324	2012-03-10T10:30:39.000Z	parndt	1	11123257	3384ee24adb1ac38fdadbb755523ffb9f6bda9cc	
