 	 	project:	ALL	ALL	#ofBugs:	93016	#ofCommunityMembers:	75 - 4079						project:	adobe/brackets	2935735	#ofAssignments:	10462	#ofCommunityMembers:	864					project:	angular/angular.js	460078	#ofAssignments:	9658	#ofCommunityMembers:	2386					project:	elastic/elasticsearch	507775	#ofAssignments:	16184	#ofCommunityMembers:	1262					project:	fog/fog	203666	#ofAssignments:	1327	#ofCommunityMembers:	770					project:	html5rocks/www.html5rocks.com	5238231	#ofAssignments:	998	#ofCommunityMembers:	159					project:	julialang/julia	1644196	#ofAssignments:	12748	#ofCommunityMembers:	831					project:	khan/khan-exercises	1723225	#ofAssignments:	857	#ofCommunityMembers:	206					project:	lift/framework	1295197	#ofAssignments:	566	#ofCommunityMembers:	75					project:	rails/rails	8514	#ofAssignments:	11305	#ofCommunityMembers:	4079					project:	saltstack/salt	1390248	#ofAssignments:	15533	#ofCommunityMembers:	2283					project:	travis-ci/travis-ci	1420493	#ofAssignments:	6334	#ofCommunityMembers:	1159					project:	tryghost/ghost	9852918	#ofAssignments:	6142	#ofCommunityMembers:	473					project:	yui/yui3	85670	#ofAssignments:	902	#ofCommunityMembers:	175				
Experiment title	TIME	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	Any comments for the experiment	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10	MRR	MAP	Top 1	Top 5	Top 10	p@1	r@1	p@5	r@5	p@10	r@10
Original cases (just using bug information):																																																																																																																																																												
15- (bTDmL - bTDmL+p[0.3] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170905_112248	19.6Sec	0.58744	54.98693	44.05504	79.02064	88.78996	44.05504	34.57993	19.71995	73.51126	11.67867	86.4109	-	0.56889	52.94074	41.33053	78.53183	89.35194	41.33053	31.37322	19.95221	72.66759	11.98337	86.88014	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.70223	68.88119	61.49209	80.78372	83.19518	61.49209	57.01457	17.69405	79.21377	9.22381	82.21552	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.661	60.23348	53.53357	83.92226	91.51943	53.53357	41.25442	20.17668	75.73616	11.80212	87.57362	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
16- (bTDmL - bTDmL+p[0.4] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170905_112316	18.3Sec	0.58832	55.06618	44.16835	79.08539	88.84662	44.16835	34.66491	19.74585	73.60569	11.68272	86.45811	-	0.5699	53.02967	41.46435	78.61786	89.41885	41.46435	31.46881	19.98471	72.78707	11.98815	86.93589	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.7033	68.97893	61.6428	80.70836	83.19518	61.6428	57.12761	17.67898	79.15097	9.22381	82.21552	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.65934	60.09043	53.18021	83.92226	91.51943	53.18021	41.07774	20.17668	75.73616	11.80212	87.57362	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
17- (bTDmL - bTDmL+p[0.5] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170905_112340	17.3Sec	0.58877	55.11257	44.20882	79.19061	88.85471	44.20882	34.69729	19.7588	73.68663	11.68434	86.47565	-	0.57004	53.04451	41.45479	78.69432	89.40929	41.45479	31.44491	19.99235	72.83805	11.98719	86.93271	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.70543	69.18491	62.01959	80.93444	83.19518	62.01959	57.5044	17.70912	79.35192	9.23135	82.2532	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.66149	60.34574	53.35689	84.27562	91.87279	53.35689	41.34276	20.24735	76.08952	11.83746	87.92697	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
18- (bTDmL - bTDmL+p[0.6] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170905_112403	18.6Sec	0.59016	55.25182	44.38689	79.16633	88.86281	44.38689	34.85242	19.75395	73.66545	11.68515	86.49116	-	0.57146	53.18846	41.62684	78.65609	89.42841	41.62684	31.59466	19.98471	72.80348	11.99006	86.96298	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.70649	69.27224	62.09495	81.0098	83.19518	62.09495	57.54207	17.72419	79.42728	9.22381	82.23436	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.66314	60.5199	53.88693	84.27562	91.69611	53.88693	41.87279	20.24735	76.08952	11.81979	87.75029	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
19- (bTDmL - bTDmL+p[0.7] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170905_112430	17.4Sec	0.59097	55.31833	44.5002	79.21489	88.8709	44.5002	34.93066	19.77175	73.73128	11.68596	86.49926	-	0.57236	53.25973	41.76066	78.70388	89.43797	41.76066	31.68228	20.00191	72.86688	11.99102	86.97254	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.70688	69.312	62.09495	81.0098	83.19518	62.09495	57.54207	17.72419	79.42728	9.22381	82.23436	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.66325	60.56117	53.88693	84.4523	91.69611	53.88693	41.96113	20.31802	76.35453	11.81979	87.75029	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
20- (bTDmL - bTDmL+p[0.8] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170905_112454	17.1Sec	0.59193	55.39905	44.65399	79.23108	88.92756	44.65399	35.05005	19.76042	73.70538	11.68434	86.52624	-	0.57335	53.34255	41.91359	78.71344	89.50487	41.91359	31.79937	19.98662	72.82674	11.9891	87.0044	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.70798	69.40298	62.32102	81.0098	83.19518	62.32102	57.73047	17.72419	79.42728	9.22381	82.23436	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.66338	60.57911	53.88693	84.62898	91.69611	53.88693	41.96113	20.35336	76.53121	11.81979	87.75029	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
21- (bTDmL - bTDmL+p[0.9] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170905_112519	17.8Sec	0.59161	55.38521	44.54877	79.27155	88.90328	44.54877	34.96776	19.78146	73.77688	11.67948	86.48752	-	0.57337	53.35638	41.8658	78.75167	89.46664	41.8658	31.75795	20.00956	72.90161	11.98337	86.9539	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.70639	69.26127	62.01959	81.0098	83.19518	62.01959	57.42904	17.72419	79.42728	9.22381	82.23436	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.65959	60.35348	53.18021	84.80565	91.87279	53.18021	41.63722	20.38869	76.70789	11.81979	87.83863	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
22- (bTDmL - bTDmL+p[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170905_112542	18Sec	0.59203	55.40065	44.60542	79.30393	88.879	44.60542	34.99879	19.77823	73.78227	11.67705	86.46864	-	0.57384	53.38015	41.92315	78.78991	89.43797	41.92315	31.78981	20.00574	72.90798	11.9805	86.93159	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.70762	69.36805	62.24567	81.0098	83.27054	62.24567	57.61743	17.72419	79.42728	9.23135	82.30972	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.65728	60.00091	52.82686	84.80565	91.69611	52.82686	41.28386	20.38869	76.70789	11.80212	87.66196	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
pR coefficient = 1.0 and the best MAP with b+pR is 55.40065																																																																																																																																																												
--------------------------------------------------------------------------------------------------------------------------------------------																																																																																																																																																												
"Now, check the best effect of bugComments (b+bC):"																																																																																																																																																												
23- (bTDmL - bTDmL+bC[0.1] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170905_120240	27.8Sec	0.5882	55.06941	44.00648	78.99636	89.19466	44.00648	34.57655	19.66977	73.4426	11.70862	86.76163	-	0.57007	53.04833	41.31141	78.50315	89.80119	41.31141	31.39792	19.89103	72.58332	12.01873	87.28637	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.7005	68.76577	61.26601	80.48229	83.27054	61.26601	56.82617	17.64883	78.93745	9.21628	82.16529	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.65993	60.31579	53.35689	84.62898	91.87279	53.35689	41.16608	20.31802	76.44287	11.81979	87.83863	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
24- (bTDmL - bTDmL+bC[0.2] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170905_120324	19.6Sec	0.5914	55.37495	44.32214	79.40915	89.41319	44.32214	34.89761	19.74423	73.82814	11.72562	86.98799	-	0.57345	53.37366	41.6364	78.91417	90.04015	41.6364	31.73883	19.96368	72.96056	12.03594	87.52979	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.70214	68.8947	61.34137	81.08515	83.49661	61.34137	56.86385	17.75433	79.5152	9.24642	82.42904	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.66343	60.66976	54.0636	84.62898	91.69611	54.0636	41.78445	20.35336	76.53121	11.80212	87.66196	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
25- (bTDmL - bTDmL+bC[0.3] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170905_120355	27.1Sec	0.59289	55.53295	44.46783	79.57102	89.44557	44.46783	35.04195	19.76366	73.95292	11.73047	87.04398	-	0.57534	53.56431	41.8658	79.07666	90.05926	41.8658	31.95549	19.97897	73.08083	12.03594	87.55926	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.70143	68.83314	61.03994	81.23587	83.64732	61.03994	56.61266	17.79955	79.65335	9.27656	82.65511	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.6628	60.73891	53.71025	84.80565	91.69611	53.71025	41.51943	20.38869	76.70789	11.83746	87.80919	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
26- (bTDmL - bTDmL+bC[0.4] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170905_120435	20.9Sec	0.59363	55.63637	44.55686	79.58721	89.49413	44.55686	35.20181	19.7588	73.954	11.73776	87.09483	-	0.57614	53.67243	41.99006	79.08622	90.14529	41.99006	32.15383	19.96941	73.06777	12.04741	87.648	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.70312	69.02547	61.1153	81.23587	83.49661	61.1153	56.7257	17.81462	79.69103	9.26149	82.5044	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.66031	60.54695	53.18021	84.98233	91.51943	53.18021	41.07774	20.42403	76.88457	11.81979	87.63251	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
27- (bTDmL - bTDmL+bC[0.5] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170905_120508	24.7Sec	0.59316	55.60651	44.47592	79.44962	89.5346	44.47592	35.1519	19.7329	73.8562	11.73614	87.11237	-	0.57586	53.65239	41.95183	78.91417	90.19308	41.95183	32.12834	19.935	72.93793	12.04454	87.66393	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.70287	69.03252	60.96458	81.31123	83.42125	60.96458	56.65034	17.82969	79.76639	9.25396	82.42904	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.65564	60.24912	52.4735	84.98233	91.69611	52.4735	40.63604	20.45936	76.97291	11.85512	87.89753	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
28- (bTDmL - bTDmL+bC[0.6] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170905_120545	23.3Sec	0.59286	55.57208	44.44355	79.53865	89.5346	44.44355	35.15797	19.74585	73.90611	11.73047	87.08674	-	0.57568	53.63135	41.95183	79.00975	90.20264	41.95183	32.16737	19.94838	72.98732	12.03881	87.64322	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.70198	68.91297	60.73851	81.38659	83.34589	60.73851	56.42427	17.84476	79.84175	9.23888	82.316	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.65451	60.16676	52.29682	84.98233	91.69611	52.29682	40.57715	20.45936	76.97291	11.87279	87.98587	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
29- (bTDmL - bTDmL+bC[0.7] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170905_120620	26.2Sec	0.5932	55.58699	44.52448	79.59531	89.46176	44.52448	35.2497	19.74747	73.93377	11.724	87.02334	-	0.57618	53.65411	42.07608	79.05754	90.11661	42.07608	32.29003	19.94456	72.99847	12.02925	87.55878	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.70217	68.9181	60.73851	81.5373	83.34589	60.73851	56.42427	17.88998	80.0113	9.24642	82.35368	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.65229	60.0594	51.76678	84.98233	91.69611	51.76678	40.31213	20.45936	76.97291	11.89046	88.0742	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
30- (bTDmL - bTDmL+bC[0.8] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170905_120658	23.2Sec	0.59267	55.51758	44.43545	79.67624	89.45366	44.43545	35.16539	19.75071	73.98071	11.72076	87.00715	-	0.57573	53.5872	42.01873	79.15313	90.0975	42.01873	32.23348	19.9503	73.05869	12.02543	87.53489	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.70048	68.75167	60.36172	81.5373	83.42125	60.36172	56.04748	17.88998	80.0113	9.25396	82.42904	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.65299	60.17143	51.76678	84.98233	91.69611	51.76678	40.40047	20.42403	76.88457	11.87279	87.98587	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
31- (bTDmL - bTDmL+bC[0.9] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170905_120732	20Sec	0.59204	55.46161	44.37879	79.70053	89.4051	44.37879	35.12788	19.73938	73.98341	11.71429	86.95859	-	0.5751	53.5259	41.97094	79.20092	90.0497	41.97094	32.19397	19.94265	73.08577	12.01873	87.4871	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.69962	68.68634	60.211	81.5373	83.34589	60.211	55.93444	17.88998	80.0113	9.24642	82.35368	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.65289	60.23565	51.76678	84.62898	91.69611	51.76678	40.57715	20.31802	76.44287	11.87279	87.98587	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
32- (bTDmL - bTDmL+bC[1.0] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170905_120802	20.7Sec	0.59024	55.25298	44.07123	79.58721	89.41319	44.07123	34.83246	19.69891	73.85391	11.71105	86.94645	-	0.57323	53.30078	41.66507	79.07666	90.0497	41.66507	31.88332	19.89486	72.93602	12.01396	87.4632	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.69881	68.59108	59.98493	81.5373	83.42125	59.98493	55.74604	17.87491	79.98618	9.25396	82.42904	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.65012	60.06616	51.23675	84.4523	91.69611	51.23675	40.31213	20.35336	76.44287	11.87279	87.98587	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
bC coefficient = 0.4 and the best MAP with b+bC[0.4] is 55.63637																																																																																																																																																												
--------------------------------------------------------------------------------------------------------------------------------------------																																																																																																																																																												
"Now, check the best effect of commitComments (b+cC):"																																																																																																																																																												
33- (bTDmL - bTDmL+cC[0.1] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170905_152435	16.7Sec	0.58274	54.49152	43.61797	78.45407	88.43383	43.61797	34.19412	19.54836	72.83111	11.62849	85.99676	-	0.56448	52.46053	40.87173	78.04435	89.05563	40.87173	30.97018	19.78589	72.0412	11.93749	86.5201	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.69394	68.06169	60.96458	79.35192	82.36624	60.96458	56.48706	17.40769	77.81964	9.13338	81.34891	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.65958	60.21707	53.71025	83.92226	91.16608	53.71025	41.51943	20.17668	75.73616	11.76678	87.22026	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
34- (bTDmL - bTDmL+cC[0.2] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170905_152500	14.5Sec	0.58281	54.49829	43.63416	78.46216	88.43383	43.63416	34.21166	19.54836	72.83515	11.62687	85.98867	-	0.5645	52.46289	40.88128	78.05391	89.06519	40.88128	30.98133	19.78589	72.04598	11.93749	86.52488	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.69458	68.12834	61.03994	79.35192	82.36624	61.03994	56.56242	17.40769	77.81964	9.13338	81.34891	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.65926	60.16469	53.71025	83.92226	90.9894	53.71025	41.51943	20.17668	75.73616	11.73145	86.95524	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
35- (bTDmL - bTDmL+cC[0.3] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170905_152519	15.4Sec	0.58282	54.50129	43.63416	78.47835	88.46621	43.63416	34.21166	19.55322	72.85944	11.63011	86.017	-	0.56447	52.46261	40.88128	78.06347	89.08431	40.88128	30.98133	19.78972	72.06509	11.94036	86.544	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.69478	68.14774	61.03994	79.42728	82.4416	61.03994	56.56242	17.42276	77.895	9.14092	81.42427	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.65953	60.19003	53.71025	83.92226	91.16608	53.71025	41.51943	20.17668	75.73616	11.73145	87.04358	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
36- (bTDmL - bTDmL+cC[0.4] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170905_152539	15.7Sec	0.58274	54.49451	43.61797	78.47025	88.46621	43.61797	34.19951	19.55322	72.85539	11.63011	86.017	-	0.56439	52.45672	40.86217	78.08258	89.08431	40.86217	30.96699	19.79545	72.08899	11.94036	86.544	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.69481	68.14525	61.03994	79.35192	82.4416	61.03994	56.56242	17.40769	77.81964	9.14092	81.42427	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.6593	60.15675	53.71025	83.5689	91.16608	53.71025	41.51943	20.10601	75.3828	11.73145	87.04358	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
37- (bTDmL - bTDmL+cC[0.5] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170905_152600	14.3Sec	0.58281	54.50397	43.64225	78.44597	88.46621	43.64225	34.22784	19.54836	72.8365	11.62849	86.01228	-	0.56443	52.46398	40.88128	78.05391	89.08431	40.88128	30.99089	19.78972	72.06669	11.93844	86.53842	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.69525	68.19048	61.1153	79.35192	82.51696	61.1153	56.63778	17.40769	77.81964	9.14846	81.49962	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.65904	60.12309	53.71025	83.5689	90.9894	53.71025	41.51943	20.10601	75.3828	11.71378	86.8669	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
38- (bTDmL - bTDmL+cC[0.6] - w__+TF_F_T+IDF_fre+pri+tL_b+r2+ref_0000 - 3tP) - 20170905_152618	13.9Sec	0.58298	54.52971	43.66653	78.44597	88.46621	43.66653	34.25752	19.54674	72.83381	11.62687	86.00418	-	0.56457	52.48781	40.9004	78.05391	89.08431	40.9004	31.01638	19.78972	72.06828	11.93653	86.52887	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.69533	68.19688	61.1153	79.35192	82.51696	61.1153	56.63778	17.40769	77.81964	9.14846	81.49962	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	0.65988	60.2295	53.88693	83.5689	90.9894	53.88693	41.69611	20.07067	75.29446	11.71378	86.8669	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
